Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect,contig
comp140144_c0_seq3,sp,P13952,CCNB_SPISO,37.74,310,181,7,498,1418,116,416,5.00E-50,183,P13952,GO:0051726,GO:0051726,regulation of cell cycle,cell cycle and proliferation,P,140144
comp140150_c1_seq1,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2427,2981,459,645,3.00E-21,104,A6NAF9,GO:0070306,GO:0070306,lens fiber cell differentiation,developmental processes,P,140150
comp140150_c1_seq15,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2469,3023,459,645,3.00E-21,104,A6NAF9,GO:0070306,GO:0070306,lens fiber cell differentiation,developmental processes,P,140150
comp140150_c1_seq19,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2141,2695,459,645,3.00E-21,104,A6NAF9,GO:0070306,GO:0070306,lens fiber cell differentiation,developmental processes,P,140150
comp140150_c1_seq21,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2314,2868,459,645,3.00E-21,104,A6NAF9,GO:0030719,GO:0030719,P granule organization,developmental processes,P,140150
comp140150_c1_seq3,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2173,2727,459,645,3.00E-21,104,A6NAF9,GO:0007283,GO:0007283,spermatogenesis,other biological processes,P,140150
comp140150_c1_seq30,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2292,2846,459,645,3.00E-21,104,A6NAF9,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,140150
comp140150_c1_seq31,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2179,2733,459,645,3.00E-21,104,A6NAF9,GO:0070306,GO:0070306,lens fiber cell differentiation,developmental processes,P,140150
comp140150_c1_seq6,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2211,2765,459,645,3.00E-21,104,A6NAF9,GO:0010608,GO:0010608,posttranscriptional regulation of gene expression,other metabolic processes,P,140150
comp140150_c1_seq9,sp,A6NAF9,TRD7A_DANRE,35.98,189,115,3,2334,2888,459,645,3.00E-21,104,A6NAF9,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,140150
comp140150_c1_seq8,sp,A6QLE1,TDRD7_BOVIN,30.98,184,121,3,2320,2859,457,638,2.00E-15,85.5,A6QLE1,GO:0007283,GO:0007283,spermatogenesis,other biological processes,P,140150
comp140150_c1_seq11,sp,D2H3M0,TDRD5_AILME,25.07,355,216,13,1504,2469,301,638,5.00E-11,71.2,D2H3M0,GO:0007286,GO:0007286,spermatid development,other biological processes,P,140150
comp140150_c1_seq20,sp,D2H3M0,TDRD5_AILME,25.07,355,216,13,1270,2235,301,638,8.00E-12,73.9,D2H3M0,GO:0007286,GO:0007286,spermatid development,other biological processes,P,140150
comp140150_c1_seq22,sp,D2H3M0,TDRD5_AILME,25.13,394,231,15,1194,2276,276,638,3.00E-12,75.1,D2H3M0,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,140150
comp140150_c1_seq4,sp,D2H3M0,TDRD5_AILME,25.07,355,216,13,1424,2389,301,638,5.00E-11,71.2,D2H3M0,GO:0043046,GO:0043046,DNA methylation during gametogenesis,DNA metabolism,P,140150
comp140150_c1_seq7,sp,D2H3M0,TDRD5_AILME,25.13,394,231,15,1081,2163,276,638,3.00E-12,75.1,D2H3M0,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,140150
comp140153_c0_seq2,sp,Q5R4R4,LS14A_PONAB,87.01,77,10,0,2409,2179,3,79,8.00E-35,143,Q5R4R4,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,140153
comp140154_c2_seq2,sp,O14255,GCS1_SCHPO,28.65,178,74,6,711,1244,683,807,5.00E-10,66.2,O14255,GO:0006487,GO:0006487,protein amino acid N-linked glycosylation,protein metabolism,P,140154
comp140154_c2_seq1,sp,Q04336,YM54_YEAST,55.33,497,204,6,1,1440,442,937,0,556,Q04336,GO:0008150,GO:0008150,biological_process,other biological processes,P,140154
comp140157_c0_seq12,sp,O05267,YUMB_BACSU,33.85,130,81,4,2743,2357,99,224,2.00E-08,61.2,O05267,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140157
comp140157_c0_seq16,sp,O43090,NDH2_SCHPO,34.35,361,170,13,2172,1267,194,546,4.00E-45,174,O43090,GO:0006116,GO:0006116,NADH oxidation,other metabolic processes,P,140157
comp140157_c0_seq1,sp,O80874,NDA2_ARATH,40.65,369,173,8,2232,1252,144,508,4.00E-66,233,O80874,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140157
comp140157_c0_seq14,sp,Q10499,AIF1_SCHPO,25.1,255,155,11,2889,2140,264,487,4.00E-06,54.7,Q10499,GO:0045454,GO:0045454,cell redox homeostasis,other biological processes,P,140157
comp140157_c1_seq1,sp,Q4V7V8,ADAT2_XENLA,61.73,81,31,0,1,243,88,168,3.00E-31,113,Q4V7V8,GO:0008033,GO:0008033,tRNA processing,RNA metabolism,P,140157
comp140157_c0_seq13,sp,Q55CD9,NDH_DICDI,45.37,216,112,4,2911,2276,91,304,9.00E-40,158,Q55CD9,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140157
comp140157_c0_seq17,sp,Q55CD9,NDH_DICDI,42.74,365,195,6,2912,1848,91,451,4.00E-77,265,Q55CD9,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140157
comp140157_c0_seq20,sp,Q55CD9,NDH_DICDI,40.71,280,145,5,1978,1196,174,451,8.00E-54,196,Q55CD9,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140157
comp140157_c0_seq3,sp,Q55CD9,NDH_DICDI,41.92,365,187,7,2879,1848,91,451,2.00E-72,252,Q55CD9,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140157
comp140157_c0_seq8,sp,Q55CD9,NDH_DICDI,42.74,365,195,6,2970,1906,91,451,4.00E-77,265,Q55CD9,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140157
comp140159_c0_seq1,sp,Q62036,AZI1_MOUSE,43.16,95,46,3,478,194,255,341,4.00E-10,66.2,Q62036,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,140159
comp140159_c0_seq4,sp,Q62036,AZI1_MOUSE,46.13,349,158,5,1043,3,471,791,6.00E-53,204,Q62036,GO:0007283,GO:0007283,spermatogenesis,other biological processes,P,140159
comp140161_c0_seq1,sp,Q63505,TF3C1_RAT,28.59,612,388,15,49,1812,787,1373,4.00E-61,226,Q63505,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140161
comp140161_c0_seq2,sp,Q63505,TF3C1_RAT,28.12,537,307,14,948,2408,634,1141,6.00E-46,185,Q63505,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140161
comp140164_c0_seq1,sp,B2GAI0,CH60_LACF3,22.85,534,341,15,104,1582,22,525,1.00E-14,81.6,B2GAI0,GO:0042026,GO:0042026,protein refolding,protein metabolism,P,140164
comp140164_c0_seq2,sp,Q5ZJK8,TCPH_CHICK,80.57,525,102,0,11,1585,1,525,0,891,Q5ZJK8,GO:0044267,GO:0044267,cellular protein metabolic process,protein metabolism,P,140164
comp140166_c0_seq7,sp,B7ZRM8,EVI1B_XENLA,53.7,54,25,0,241,80,730,783,4.00E-13,70.1,B7ZRM8,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,140166
comp140166_c0_seq1,sp,O75123,ZN623_HUMAN,31.82,110,69,2,649,338,64,173,3.00E-07,53.9,O75123,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140166
comp140166_c0_seq9,sp,P59923,ZN445_HUMAN,31.03,116,70,2,443,114,452,563,3.00E-09,58.9,P59923,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,140166
comp140166_c0_seq8,sp,Q2M3W8,ZN181_HUMAN,55.32,47,21,0,816,676,492,538,3.00E-09,60.8,Q2M3W8,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,140166
comp140166_c0_seq10,sp,Q505G8,ZN827_MOUSE,50.98,51,25,0,266,114,371,421,2.00E-09,60.1,Q505G8,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,140166
comp140166_c0_seq11,sp,Q6P560,ZN182_MOUSE,65.22,46,16,0,269,132,408,453,1.00E-12,67,Q6P560,GO:0008150,GO:0008150,biological_process,other biological processes,P,140166
comp140166_c0_seq4,sp,Q9NSJ1,Z355P_HUMAN,42.42,99,50,4,990,712,31,128,8.00E-10,64.3,Q9NSJ1,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,140166
comp140168_c0_seq2,sp,Q17754,TIM9_CAEEL,51.32,76,37,0,123,350,4,79,5.00E-21,91.7,Q17754,GO:0015031,GO:0015031,protein transport,transport,P,140168
comp140169_c0_seq2,sp,Q9WVA1,TIM8A_RAT,38.81,67,41,0,139,339,15,81,4.00E-11,63.2,Q9WVA1,GO:0006810,GO:0006810,transport,transport,P,140169
comp140170_c0_seq1,sp,Q96KP4,CNDP2_HUMAN,66.81,470,155,1,91,1500,4,472,0,679,Q96KP4,GO:0006805,GO:0006805,xenobiotic metabolic process,other metabolic processes,P,140170
comp140170_c0_seq2,sp,Q96KP4,CNDP2_HUMAN,66.81,470,155,1,91,1500,4,472,0,679,Q96KP4,GO:0034641,GO:0034641,cellular nitrogen compound metabolic process,other metabolic processes,P,140170
comp140171_c0_seq4,sp,P25635,PWP2_YEAST,40.42,856,464,8,213,2747,44,864,0,678,P25635,GO:0000472,GO:0000472,"""endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)""",RNA metabolism,P,140171
comp140175_c0_seq1,sp,Q3ULD5,MCCB_MOUSE,74.91,558,140,0,1836,163,6,563,0,868,Q3ULD5,GO:0015936,GO:0015936,coenzyme A metabolic process,other metabolic processes,P,140175
comp140177_c0_seq5,sp,O75592,MYCB2_HUMAN,53.64,1471,538,28,4442,201,3257,4640,0,1395,O75592,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140177
comp140177_c0_seq9,sp,O75592,MYCB2_HUMAN,45.87,907,367,22,2739,160,3257,4086,0,615,O75592,GO:0008045,GO:0008045,motor axon guidance,developmental processes,P,140177
comp140177_c0_seq2,sp,Q7TPH6,MYCB2_MOUSE,61,1064,358,14,3269,201,3664,4711,0,1247,Q7TPH6,GO:0008045,GO:0008045,motor axon guidance,developmental processes,P,140177
comp140177_c0_seq6,sp,Q7TPH6,MYCB2_MOUSE,55.4,500,186,8,1566,160,3664,4157,2.00E-147,478,Q7TPH6,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140177
comp140178_c0_seq1,sp,Q6DRL4,TICRR_DANRE,33.5,197,118,6,215,805,616,799,3.00E-16,87,Q6DRL4,GO:0031572,GO:0031572,G2/M transition DNA damage checkpoint,cell cycle and proliferation,P,140178
comp140178_c0_seq2,sp,Q7Z2Z1,TICRR_HUMAN,30.98,297,182,9,1670,2542,599,878,5.00E-18,94.4,Q7Z2Z1,GO:0030174,GO:0030174,regulation of DNA replication initiation,DNA metabolism,P,140178
comp140180_c0_seq3,sp,A6NN14,ZN729_HUMAN,23.43,623,422,13,1864,32,404,983,4.00E-29,129,A6NN14,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,140180
comp140180_c0_seq1,sp,Q7ZVR6,MYNN_DANRE,37.93,116,66,4,989,651,471,583,2.00E-12,71.6,Q7ZVR6,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140180
comp140180_c0_seq2,sp,Q9UII5,ZN107_HUMAN,23.49,630,413,16,1864,32,160,739,5.00E-31,134,Q9UII5,GO:0008150,GO:0008150,biological_process,other biological processes,P,140180
comp140182_c3_seq1,sp,C8YR32,LOXH1_MOUSE,24.07,864,540,35,76,2574,342,1120,8.00E-46,184,C8YR32,GO:0007605,GO:0007605,sensory perception of sound,other biological processes,P,140182
comp140182_c3_seq2,sp,Q6NXD8,DEN5B_DANRE,29.24,171,99,5,489,980,986,1141,1.00E-07,58.2,Q6NXD8,GO:0008150,GO:0008150,biological_process,other biological processes,P,140182
comp140182_c3_seq3,sp,Q8IVV2,LOXH1_HUMAN,28.44,531,329,15,45,1604,132,622,1.00E-50,196,Q8IVV2,GO:0007605,GO:0007605,sensory perception of sound,other biological processes,P,140182
comp140182_c3_seq7,sp,Q8IVV2,LOXH1_HUMAN,30.7,215,130,5,678,46,110,309,3.00E-22,100,Q8IVV2,GO:0007605,GO:0007605,sensory perception of sound,other biological processes,P,140182
comp140184_c0_seq5,sp,Q5RBU8,ROA2_PONAB,36.36,77,47,2,189,413,109,185,6.00E-09,60.8,Q5RBU8,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,140184
comp140184_c0_seq1,sp,Q8N9W6,BOLL_HUMAN,61.83,131,43,4,171,551,24,151,1.00E-42,164,Q8N9W6,GO:0045948,GO:0045948,positive regulation of translational initiation,protein metabolism,P,140184
comp140184_c0_seq6,sp,Q8N9W6,BOLL_HUMAN,61.36,132,44,4,168,551,23,151,1.00E-41,161,Q8N9W6,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,140184
comp140184_c0_seq8,sp,Q8N9W6,BOLL_HUMAN,61.36,132,44,4,168,551,23,151,2.00E-44,161,Q8N9W6,GO:0006417,GO:0006417,regulation of translation,protein metabolism,P,140184
comp140184_c0_seq7,sp,Q95192,DAZL_MACFA,39.55,134,67,4,183,584,35,154,8.00E-22,102,Q95192,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,140184
comp140184_c0_seq9,sp,Q9BGN8,DAZL_CALJA,39.55,134,67,4,183,584,35,154,5.00E-22,103,Q9BGN8,GO:0006417,GO:0006417,regulation of translation,protein metabolism,P,140184
comp140187_c0_seq1,sp,Q6QD59,SEC20_MOUSE,52.97,219,101,2,962,312,8,226,1.00E-61,202,Q6QD59,GO:0015031,GO:0015031,protein transport,transport,P,140187
comp140192_c0_seq1,sp,P12815,PDCD6_MOUSE,69.05,168,52,0,1329,826,23,190,2.00E-82,259,P12815,GO:0006919,GO:0006919,activation of caspase activity,death,P,140192
comp140195_c0_seq1,sp,P17571,NIA1_MAIZE,34.41,93,57,3,820,545,105,194,5.00E-08,57.4,P17571,GO:0042128,GO:0042128,nitrate assimilation,other metabolic processes,P,140195
comp140195_c0_seq2,sp,Q9VWP4,SUOX_DROME,49.6,377,181,5,1120,2,108,479,3.00E-134,407,Q9VWP4,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140195
comp140196_c0_seq1,sp,O35516,NOTC2_MOUSE,40.83,120,60,5,1707,1351,338,447,3.00E-12,74.3,O35516,GO:0050793,GO:0050793,regulation of developmental process,other biological processes,P,140196
comp140196_c0_seq2,sp,P31695,NOTC4_MOUSE,35.38,130,55,3,1692,1336,354,465,3.00E-10,67.8,P31695,GO:0050793,GO:0050793,regulation of developmental process,other biological processes,P,140196
comp140198_c0_seq1,sp,Q497Q6,F228B_MOUSE,32.54,209,127,5,1645,1034,26,225,7.00E-26,111,Q497Q6,GO:0008150,GO:0008150,biological_process,other biological processes,P,140198
comp140204_c0_seq3,sp,P41235,HNF4A_HUMAN,76.19,126,25,2,26,403,48,168,2.00E-61,201,P41235,GO:0070328,GO:0070328,triglyceride homeostasis,other biological processes,P,140204
comp140204_c0_seq1,sp,Q91766,HNF4A_XENLA,66.9,145,42,3,121,552,28,167,1.00E-58,196,Q91766,GO:0030522,GO:0030522,intracellular receptor-mediated signaling pathway,signal transduction,P,140204
comp140204_c2_seq6,sp,Q91766,HNF4A_XENLA,76.92,208,48,0,1923,1300,175,382,3.00E-107,339,Q91766,GO:0030522,GO:0030522,intracellular receptor-mediated signaling pathway,signal transduction,P,140204
comp140205_c0_seq1,sp,P52014,CYP6_CAEEL,54.15,205,87,3,31,645,1,198,2.00E-60,202,P52014,GO:0006457,GO:0006457,protein folding,protein metabolism,P,140205
comp140205_c0_seq2,sp,Q27774,PPIB_SCHJA,53.5,200,91,1,61,660,10,207,8.00E-59,198,Q27774,GO:0006457,GO:0006457,protein folding,protein metabolism,P,140205
comp140206_c0_seq1,sp,C3M9C2,RSMA_RHISN,29.18,305,174,10,1254,370,14,286,2.00E-20,95.1,C3M9C2,GO:0032259,GO:0032259,methylation,other metabolic processes,P,140206
comp140206_c0_seq2,sp,Q9D0D4,DIM1_MOUSE,78.4,287,62,0,1221,361,27,313,1.00E-152,443,Q9D0D4,GO:0032259,GO:0032259,methylation,other metabolic processes,P,140206
comp140219_c1_seq1,sp,Q9P1Y6,PHRF1_HUMAN,53.85,195,73,4,2963,2421,93,284,2.00E-34,147,Q9P1Y6,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,140219
comp140220_c0_seq1,sp,Q8BGA5,KRR1_MOUSE,70.41,294,87,0,55,936,33,326,9.00E-145,426,Q8BGA5,GO:0008150,GO:0008150,biological_process,other biological processes,P,140220
comp140222_c0_seq2,sp,P52555,ERP29_RAT,41.67,228,129,3,83,766,35,258,2.00E-49,178,P52555,GO:0006457,GO:0006457,protein folding,protein metabolism,P,140222
comp140224_c0_seq1,sp,Q9CZY3,UB2V1_MOUSE,56.52,138,55,3,113,517,9,144,3.00E-40,148,Q9CZY3,GO:0070534,GO:0070534,protein K63-linked ubiquitination,protein metabolism,P,140224
comp140226_c0_seq1,sp,Q9H1K1,ISCU_HUMAN,73.29,146,38,1,1966,1529,18,162,3.00E-70,232,Q9H1K1,GO:0009399,GO:0009399,nitrogen fixation,other metabolic processes,P,140226
comp140228_c0_seq1,sp,Q1LUQ4,MFD6A_DANRE,25.57,305,180,4,1413,631,314,615,9.00E-18,92,Q1LUQ4,GO:0055085,GO:0055085,transmembrane transport,transport,P,140228
comp140230_c0_seq4,sp,P34152,FAK1_MOUSE,50,132,66,0,1744,1349,954,1085,8.00E-31,133,P34152,GO:0048013,GO:0048013,ephrin receptor signaling pathway,signal transduction,P,140230
comp140235_c0_seq2,sp,P25439,BRM_DROME,37.61,109,67,1,557,883,1423,1530,1.00E-15,82.4,P25439,GO:0007409,GO:0007409,axonogenesis,developmental processes,P,140235
comp140235_c0_seq3,sp,Q3TKT4,SMCA4_MOUSE,27.48,131,90,1,157,549,1405,1530,3.00E-10,66.2,Q3TKT4,GO:0010424,GO:0010424,DNA methylation on cytosine within a CG sequence,DNA metabolism,P,140235
comp140235_c1_seq1,sp,Q8BSQ9,PB1_MOUSE,42.16,204,103,4,609,1,401,590,8.00E-39,148,Q8BSQ9,GO:0045893,GO:0045893,"""positive regulation of transcription, DNA-dependent""",RNA metabolism,P,140235
comp140235_c0_seq1,sp,Q90941,PB1_CHICK,37.24,427,186,9,64,1200,1,393,2.00E-67,238,Q90941,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,140235
comp140237_c1_seq3,sp,Q6S003,KIF8_DICDI,56.85,146,60,1,331,759,299,444,1.00E-42,169,Q6S003,GO:0007049,GO:0007049,cell cycle,cell cycle and proliferation,P,140237
comp140237_c1_seq1,sp,Q86VH2,KIF27_HUMAN,45.54,672,320,10,168,2174,14,642,1.00E-180,560,Q86VH2,GO:0042384,GO:0042384,cilium assembly,cell organization and biogenesis,P,140237
comp140239_c0_seq2,sp,Q9DBL1,ACDSB_MOUSE,62.5,400,145,1,11,1195,32,431,0,544,Q9DBL1,GO:0006637,GO:0006637,acyl-CoA metabolic process,other metabolic processes,P,140239
comp140244_c0_seq3,sp,P41827,HSP74_ANOAL,72.56,616,159,2,2428,611,25,640,0,877,P41827,GO:0006950,GO:0006950,response to stress,stress response,P,140244
comp140244_c0_seq1,sp,Q06248,HSP74_PARLI,70.15,583,165,3,2347,623,58,639,0,788,Q06248,GO:0006950,GO:0006950,response to stress,stress response,P,140244
comp140244_c0_seq2,sp,Q91233,HSP70_ONCTS,71.33,586,156,3,2335,611,60,644,0,818,Q91233,GO:0006950,GO:0006950,response to stress,stress response,P,140244
comp140244_c0_seq4,sp,Q91233,HSP70_ONCTS,72.61,617,157,3,2440,623,29,644,0,880,Q91233,GO:0006950,GO:0006950,response to stress,stress response,P,140244
comp140246_c2_seq2,sp,Q9QXW0,FBXL6_MOUSE,31.47,429,256,14,159,1382,107,518,1.00E-46,177,Q9QXW0,GO:0008150,GO:0008150,biological_process,other biological processes,P,140246
comp140247_c3_seq2,sp,O18870,SMN_BOVIN,32.68,205,106,7,60,617,89,280,1.00E-13,74.7,O18870,GO:0008380,GO:0008380,RNA splicing,RNA metabolism,P,140247
comp140248_c0_seq1,sp,Q9I9B9,CTL1_TORMA,36.07,682,371,13,2776,791,1,637,7.00E-104,344,Q9I9B9,GO:0006810,GO:0006810,transport,transport,P,140248
comp140249_c0_seq1,sp,Q5XIM4,ATP5S_RAT,39.31,173,101,2,108,617,24,195,1.00E-28,115,Q5XIM4,GO:0006811,GO:0006811,ion transport,transport,P,140249
comp140250_c0_seq1,sp,B1WAX6,TIGAR_XENTR,50.68,148,71,2,931,494,4,151,1.00E-29,118,B1WAX6,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,140250
comp140251_c0_seq1,sp,Q2S8Y5,ERPA_HAHCH,42.45,106,56,2,39,344,13,117,2.00E-19,87.4,Q2S8Y5,GO:0016226,GO:0016226,iron-sulfur cluster assembly,other metabolic processes,P,140251
comp140251_c0_seq3,sp,Q86U28,ISCA2_HUMAN,54.84,124,54,1,97,468,33,154,5.00E-41,149,Q86U28,GO:0016226,GO:0016226,iron-sulfur cluster assembly,other metabolic processes,P,140251
comp140252_c0_seq3,sp,Q03169,TNAP2_HUMAN,23.23,564,381,14,498,2153,123,646,3.00E-25,115,Q03169,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,140252
comp140252_c0_seq6,sp,Q54BP6,EXOC3_DICDI,20.05,364,222,6,92,1018,17,366,2.00E-10,66.6,Q54BP6,GO:0006887,GO:0006887,exocytosis,transport,P,140252
comp140252_c0_seq4,sp,Q62825,EXOC3_RAT,44.15,743,394,9,83,2284,13,743,0,608,Q62825,GO:0015031,GO:0015031,protein transport,transport,P,140252
comp140252_c0_seq5,sp,Q62825,EXOC3_RAT,44.15,743,394,9,83,2284,13,743,0,608,Q62825,GO:0006887,GO:0006887,exocytosis,transport,P,140252
comp140254_c0_seq1,sp,Q9CSP9,TTC14_MOUSE,36.01,436,257,8,3878,2631,1,434,5.00E-66,244,Q9CSP9,GO:0008150,GO:0008150,biological_process,other biological processes,P,140254
comp140254_c0_seq6,sp,Q9CSP9,TTC14_MOUSE,36.59,440,249,11,1645,398,1,434,8.00E-69,242,Q9CSP9,GO:0008150,GO:0008150,biological_process,other biological processes,P,140254
comp140257_c1_seq4,sp,B2RY56,RBM25_MOUSE,55.72,402,158,5,1880,693,454,841,7.00E-77,274,B2RY56,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,140257
comp140257_c1_seq6,sp,P49756,RBM25_HUMAN,55.72,402,158,5,1880,693,456,843,2.00E-77,275,P49756,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P,140257
comp140257_c1_seq2,sp,Q8WZK0,YHRA_SCHPO,32.41,108,69,1,1025,714,588,695,2.00E-10,68.6,Q8WZK0,GO:0000395,GO:0000395,nuclear mRNA 5'-splice site recognition,RNA metabolism,P,140257
comp140257_c1_seq5,sp,Q8WZK0,YHRA_SCHPO,32.41,108,69,1,1025,714,588,695,2.00E-10,68.6,Q8WZK0,GO:0045292,GO:0045292,"""nuclear mRNA cis splicing, via spliceosome""",RNA metabolism,P,140257
comp140260_c1_seq2,sp,Q5UPX0,YR290_MIMIV,30.86,81,53,1,654,421,306,386,2.00E-07,54.3,Q5UPX0,GO:0006260,GO:0006260,DNA replication,DNA metabolism,P,140260
comp140262_c1_seq4,sp,Q0VCW4,SDHL_BOVIN,50.29,173,84,2,1360,845,149,320,3.00E-38,146,Q0VCW4,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,140262
comp140262_c0_seq1,sp,Q16667,CDKN3_HUMAN,42.51,207,118,1,1041,424,6,212,1.00E-57,192,Q16667,GO:0000079,GO:0000079,regulation of cyclin-dependent protein kinase activity,cell cycle and proliferation,P,140262
comp140264_c2_seq4,sp,Q6NT99,DUS23_MOUSE,24.54,163,102,4,649,170,3,147,3.00E-11,63.2,Q6NT99,GO:0006470,GO:0006470,protein amino acid dephosphorylation,protein metabolism,P,140264
comp140264_c2_seq1,sp,Q9UNH5,CC14A_HUMAN,73.7,384,98,1,1171,20,1,381,0,617,Q9UNH5,GO:0008283,GO:0008283,cell proliferation,cell cycle and proliferation,P,140264
comp140264_c2_seq3,sp,Q9UNH5,CC14A_HUMAN,73.7,384,98,1,1181,30,1,381,0,618,Q9UNH5,GO:0006470,GO:0006470,protein amino acid dephosphorylation,protein metabolism,P,140264
comp140265_c0_seq1,sp,P78417,GSTO1_HUMAN,40.08,242,131,7,313,1020,8,241,9.00E-48,172,P78417,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,140265
comp140266_c2_seq1,sp,Q92643,GPI8_HUMAN,68.85,321,94,2,1331,375,35,351,3.00E-166,482,Q92643,GO:0044267,GO:0044267,cellular protein metabolic process,protein metabolism,P,140266
comp140269_c0_seq1,sp,Q9JLJ2,AL9A1_MOUSE,58.28,489,201,2,160,1623,8,494,0,598,Q9JLJ2,GO:0001822,GO:0001822,kidney development,developmental processes,P,140269
comp140272_c0_seq1,sp,Q5VYS8,TUT7_HUMAN,51.06,425,203,5,663,1925,938,1361,7.00E-130,432,Q5VYS8,GO:0031123,GO:0031123,RNA 3'-end processing,RNA metabolism,P,140272
comp140272_c0_seq3,sp,Q5VYS8,TUT7_HUMAN,51.06,425,203,5,663,1925,938,1361,2.00E-130,433,Q5VYS8,GO:0031123,GO:0031123,RNA 3'-end processing,RNA metabolism,P,140272
comp140276_c0_seq2,sp,O42860,BUB3_SCHPO,29.87,298,190,8,452,1336,13,294,2.00E-39,154,O42860,GO:0034613,GO:0034613,cellular protein localization,other biological processes,P,140276
