GeoID,SPID,evalue,ProteinName,Organism
comp148801_c0_seq1,P12890,2E-29,Peptidyl-glycine alpha-amidating monooxygenase B (PAM-B) (Peptide C-terminal alpha-amidating enzyme II) (AE-II) (Peptidyl-glycine alpha-amidating monooxygenase II) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase B (PHM-B) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase B (EC 4.3.2.5) (Peptidylamidoglycolate lyase-B) (PAL-B)],Xenopus laevis (African clawed frog)
comp148812_c0_seq1,P08F94,7E-09,Fibrocystin (Polycystic kidney and hepatic disease 1 protein) (Polyductin) (Tigmin),Homo sapiens (Human)
comp148813_c0_seq1,Q5M8I4,3E-37,Protein TSSC1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp148819_c0_seq1,Q6A6Q4,9E-39,Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase),Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp148821_c0_seq1,Q24292,2E-28,Protein dachsous (Adherin),Drosophila melanogaster (Fruit fly)
comp148824_c0_seq1,Q8NFP9,2E-65,Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B),Homo sapiens (Human)
comp148830_c0_seq1,Q6A998,7E-52,Heat-inducible transcription repressor HrcA,Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp148842_c0_seq1,Q7TT28,2E-12,RNA exonuclease 1 homolog (EC 3.1.-.-) (Transcription elongation factor B polypeptide 3-binding protein 1),Mus musculus (Mouse)
comp148846_c0_seq2,Q8IVF5,6E-24,T-lymphoma invasion and metastasis-inducing protein 2 (TIAM-2) (SIF and TIAM1-like exchange factor),Homo sapiens (Human)
comp148850_c0_seq1,Q920M9,2E-62,E3 ubiquitin-protein ligase SIAH1 (EC 6.3.2.-) (Seven in absentia homolog 1) (Siah-1) (Siah-1a),Rattus norvegicus (Rat)
comp148852_c0_seq1,Q54KD0,8E-17,TPR repeat-containing protein DDB,DDB
comp148858_c0_seq1,Q9DFQ7,2E-10,60S ribosomal protein L24,Gillichthys mirabilis (Long-jawed mudsucker)
comp148861_c0_seq1,A6NI28,5E-19,Rho GTPase-activating protein 42 (Rho GTPase-activating protein 10-like) (Rho-type GTPase-activating protein 42),Homo sapiens (Human)
comp148872_c0_seq1,B9MEU8,7E-35,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),956
comp148879_c0_seq1,Q9QYE3,3E-08,B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein) (EVI-9),Mus musculus (Mouse)
comp148901_c0_seq1,Q32PW3,1E-43,Transcription initiation factor TFIID subunit 2 (TBP-associated factor 150 kDa) (Transcription initiation factor TFIID 150 kDa subunit) (TAF(II)150) (TAFII-150) (TAFII150),Danio rerio (Zebrafish) (Brachydanio rerio)
comp148912_c0_seq1,Q9UKN7,2E-29,Unconventional myosin-XV (Unconventional myosin-15),Homo sapiens (Human)
comp148937_c0_seq1,Q8IWF2,7E-19,FAD-dependent oxidoreductase domain-containing protein 2 (Endoplasmic reticulum flavoprotein associated with degradation),Homo sapiens (Human)
comp148938_c0_seq1,Q12770,2E-06,Sterol regulatory element-binding protein cleavage-activating protein (SCAP) (SREBP cleavage-activating protein),Homo sapiens (Human)
comp148953_c0_seq1,O08653,6E-11,Telomerase protein component 1 (rTLP1) (Telomerase-associated protein 1) (Telomerase protein 1) (p230) (p240) (p80 telomerase homolog),Rattus norvegicus (Rat)
comp148961_c0_seq1,Q1EG27,1E-13,Myosin-IIIb (EC 2.7.11.1),Mus musculus (Mouse)
comp148970_c0_seq1,Q01887,3E-22,Tyrosine-protein kinase RYK (EC 2.7.10.1) (Kinase VIK) (Met-related kinase) (NYK-R),Mus musculus (Mouse)
comp148998_c0_seq1,Q6ZN54,6E-32,Differentially expressed in FDCP 8 homolog (DEF-8),Homo sapiens (Human)
comp149007_c0_seq1,P70117,5E-07,Galectin-3-binding protein (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Pancreas cancer-associated protein 4),Mesocricetus auratus (Golden hamster)
comp149012_c0_seq1,F6PTN1,1E-54,Metalloprotease TIKI1 (EC 3.4.-.-) (TRAB domain-containing protein 2A),Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp149025_c0_seq1,O88561,8E-26,Long-chain fatty acid transport protein 3 (FATP-3) (Fatty acid transport protein 3) (EC 6.2.1.-) (Solute carrier family 27 member 3),Mus musculus (Mouse)
comp149036_c0_seq1,O76924,2E-39,Protein ariadne-2 (Ari-2),Drosophila melanogaster (Fruit fly)
comp149037_c0_seq1,Q9KU08,4E-08,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11) (Metaphosphatase),722
comp149039_c0_seq1,Q5ZL98,3E-45,DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III subunit A),7b9
comp149044_c0_seq1,Q9TS33,4E-12,Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor),Oryctolagus cuniculus (Rabbit)
comp149045_c0_seq1,Q6A760,2E-55,Non-canonical purine NTP pyrophosphatase (EC 3.6.1.19) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Propionibacterium acnes (strain KPA171202 / DSM 16379)
comp149064_c0_seq1,Q68CP4,9E-17,Heparan-alpha-glucosaminide N-acetyltransferase (EC 2.3.1.78) (Transmembrane protein 76),Homo sapiens (Human)
comp149071_c0_seq1,Q9HBH5,7E-19,Retinol dehydrogenase 14 (EC 1.1.1.-) (Alcohol dehydrogenase PAN2),Homo sapiens (Human)
comp149072_c0_seq1,Q9CZJ2,3E-10,Heat shock 70 kDa protein 12B,Mus musculus (Mouse)
comp149073_c0_seq1,Q655S1,1E-36,"""ATP-dependent zinc metalloprotease FTSH 2, chloroplastic (OsFTSH2) (EC 3.4.24.-)""",Os06g45820 OsJ
comp149078_c0_seq1,A7MBI1,4E-13,Zinc finger protein ZFP69 (Zinc finger protein 642),Bos taurus (Bovine)
comp149090_c0_seq1,C8YR32,2E-27,Lipoxygenase homology domain-containing protein 1,Mus musculus (Mouse)
comp149091_c0_seq1,P95596,3E-07,Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes),Rhodobacter capsulatus (Rhodopseudomonas capsulata)
comp149105_c0_seq1,Q5REW9,9E-14,Ankyrin repeat domain-containing protein 27,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp149121_c0_seq1,Q5UAW9,2E-08,Probable G-protein coupled receptor 157,Homo sapiens (Human)
comp149125_c0_seq1,O15439,1E-34,Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B),Homo sapiens (Human)
comp149131_c0_seq1,P18715,7E-08,Gastrula zinc finger protein XlCGF26.1 (Fragment),Xenopus laevis (African clawed frog)
comp149140_c0_seq1,Q9Y2C9,2E-10,Toll-like receptor 6 (CD antigen CD286),Homo sapiens (Human)
comp149168_c0_seq1,Q16706,2E-06,"""Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)""",Homo sapiens (Human)
comp149169_c0_seq1,Q7PXG4,9E-24,SAGA-associated factor 11 homolog,Anopheles gambiae (African malaria mosquito)
comp149195_c0_seq1,Q12965,2E-33,Unconventional myosin-Ie (Myosin-Ic) (Unconventional myosin 1E),Homo sapiens (Human)
comp149199_c0_seq1,Q8T882,2E-11,Tauropine dehydrogenase (TaDH) (EC 1.5.1.23) (NAD: tauropine oxidoreductase),Arabella iricolor (Sandworm)
comp149207_c0_seq1,P26432,3E-32,Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3),Oryctolagus cuniculus (Rabbit)
comp149214_c0_seq1,P96218,1E-18,Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (Glutamate synthase subunit alpha) (GLTS alpha chain),Mycobacterium tuberculosis
comp149215_c0_seq1,O94762,1E-31,"""ATP-dependent DNA helicase Q5 (EC 3.6.4.12) (DNA helicase, RecQ-like type 5) (RecQ5) (RecQ protein-like 5)""",Homo sapiens (Human)
comp149222_c0_seq1,P79110,1E-60,"""Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)""",Bos taurus (Bovine)
comp149249_c0_seq1,P12527,2E-23,Arachidonate 5-lipoxygenase (5-LO) (5-lipoxygenase) (EC 1.13.11.34),Rattus norvegicus (Rat)
comp149255_c0_seq1,P11880,3E-21,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase),Escherichia coli (strain K12)
comp149261_c0_seq1,Q866F1,5E-07,"""Galactoside 2-alpha-L-fucosyltransferase 1 (EC 2.4.1.69) (Alpha(1,2)FT 1) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1)""",Saimiri sciureus (Common squirrel monkey)
comp149271_c0_seq1,Q9UKP4,2E-25,A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase),Homo sapiens (Human)
comp149277_c0_seq1,Q5ZM13,1E-18,Hyccin (Down-regulated by CTNNB1 protein A) (Protein FAM126A),3h8
comp149278_c0_seq1,Q8IZT8,1E-84,Heparan sulfate glucosamine 3-O-sulfotransferase 5 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5) (3-OST-5) (Heparan sulfate 3-O-sulfotransferase 5) (h3-OST-5),Homo sapiens (Human)
comp149283_c0_seq1,C5D8Q2,9E-06,"""Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))""",1049
comp149290_c0_seq1,Q8CBE3,7E-32,WD repeat-containing protein 37,Mus musculus (Mouse)
comp149291_c0_seq1,Q0KK59,2E-43,Protein unc-79 homolog,Mus musculus (Mouse)
comp149297_c0_seq1,A2AJ77,4E-07,PR domain zinc finger protein 12 (PR domain-containing protein 12),Mus musculus (Mouse)
comp149324_c0_seq1,Q9D2V8,6E-31,Major facilitator superfamily domain-containing protein 10 (Tetracycline transporter-like protein),Mus musculus (Mouse)
comp149329_c0_seq1,Q05586,2E-29,"""Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)""",Homo sapiens (Human)
comp149339_c0_seq1,P16052,4E-22,Guanine nucleotide-binding protein G(s) subunit alpha (Adenylate cyclase-stimulating G alpha protein),Cricetulus longicaudatus (Long-tailed dwarf hamster) (Chinese hamster)
comp149340_c0_seq1,Q9IBG7,4E-17,Kielin/chordin-like protein (Cysteine-rich motor neuron 2 protein) (CRIM-2) (Kielin),Xenopus laevis (African clawed frog)
comp149345_c0_seq1,A1L0Y2,4E-17,Neuralized-like protein 4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp149352_c0_seq1,Q5RDF5,3E-17,Juxtaposed with another zinc finger protein 1,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp149378_c0_seq1,O35655,2E-31,Serine/threonine-protein phosphatase with EF-hands 1 (PPEF-1) (EC 3.1.3.16) (DRES10) (Protein phosphatase with EF calcium-binding domain) (PPEF),Mus musculus (Mouse)
comp149389_c0_seq1,Q96JB1,3E-09,"""Dynein heavy chain 8, axonemal (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)""",Homo sapiens (Human)
comp149398_c0_seq1,Q9LTV6,7E-20,"""Peroxisomal 2,4-dienoyl-CoA reductase (EC 1.3.1.34)""",Arabidopsis thaliana (Mouse-ear cress)
comp149400_c0_seq1,Q13574,9E-50,Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (Diglyceride kinase zeta) (DGK-zeta),Homo sapiens (Human)
comp149409_c0_seq1,Q5XF89,5E-34,Probable cation-transporting ATPase 13A3 (EC 3.6.3.-),Mus musculus (Mouse)
comp149425_c0_seq1,P33450,3E-14,Cadherin-related tumor suppressor (Protein fat),Drosophila melanogaster (Fruit fly)
comp149427_c0_seq1,A1YPR0,1E-20,Zinc finger and BTB domain-containing protein 7C (Affected by papillomavirus DNA integration in ME180 cells protein 1) (APM-1) (Zinc finger and BTB domain-containing protein 36) (Zinc finger protein 857C),Homo sapiens (Human)
comp149428_c0_seq2,Q15678,5E-26,Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez),Homo sapiens (Human)
comp149438_c0_seq1,A0L9N3,2E-12,Protein translocase subunit SecA 3,2175
comp149439_c0_seq1,A7E3W2,6E-09,Galectin-3-binding protein (Lectin galactoside-binding soluble 3-binding protein),Bos taurus (Bovine)
comp149459_c0_seq1,Q9NXK6,5E-28,Membrane progestin receptor gamma (mPR gamma) (Progestin and adipoQ receptor family member 5) (Progestin and adipoQ receptor family member V),Homo sapiens (Human)
comp149474_c0_seq1,P92523,6E-14,Uncharacterized mitochondrial protein AtMg00860 (ORF158),Arabidopsis thaliana (Mouse-ear cress)
comp149476_c0_seq1,P35684,7E-07,60S ribosomal protein L3,Os12g07010
comp149478_c0_seq1,Q7ZWN4,1E-15,Midnolin-A (Midbrain nucleolar protein A),Xenopus laevis (African clawed frog)
comp149479_c0_seq1,Q80TS3,2E-11,Latrophilin-3 (Lectomedin-3),Mus musculus (Mouse)
comp14949_c0_seq1,A6H730,9E-10,Prostatic acid phosphatase (EC 3.1.3.2),Bos taurus (Bovine)
comp149512_c0_seq1,A9L8T6,3E-22,Inactive rhomboid protein 1 (iRhom1) (Rhomboid family member 1),Papio anubis (Olive baboon)
comp149514_c0_seq1,B4F785,1E-08,"""Pikachurin (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)""",Rattus norvegicus (Rat)
comp149518_c0_seq1,A7HHN3,1E-24,Urease accessory protein UreG,4051
comp149520_c0_seq1,Q80XJ3,6E-14,Tetratricopeptide repeat protein 28 (TPR repeat protein 28),Mus musculus (Mouse)
comp149521_c0_seq1,Q5F452,2E-86,Myotubularin-related protein 8 (EC 3.1.3.-),3d12
comp149522_c0_seq1,P14925,6E-33,Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)],Rattus norvegicus (Rat)
comp149525_c0_seq1,P70428,2E-09,Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2 homolog),Mus musculus (Mouse)
comp149543_c0_seq1,P18775,4E-25,Dimethyl sulfoxide reductase DmsA (DMSO reductase) (DMSOR) (Me2SO reductase) (EC 1.8.5.3),Escherichia coli (strain K12)
comp149570_c0_seq1,Q6GLR7,5E-34,Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1),Xenopus laevis (African clawed frog)
comp149573_c0_seq1,P46336,3E-11,Protein IolS (EC 1.1.1.-) (AKR11A) (Vegetative protein 147) (VEG147),Bacillus subtilis (strain 168)
comp149587_c0_seq1,Q9GPF0,8E-11,AP-4 complex subunit mu (AP-4 adapter complex mu4 subunit) (Adapter-related protein complex 4 mu subunit) (Clathrin-adaptor medium chain Apm4) (Mu4-adaptin),G0276945
comp149591_c0_seq1,E9Q555,9E-24,E3 ubiquitin-protein ligase RNF213 (EC 6.3.2.-),Mus musculus (Mouse)
comp149593_c0_seq1,Q1ENI8,1E-14,Peroxidasin homolog (EC 1.11.1.7),Caenorhabditis elegans
comp149597_c0_seq1,Q3SXM5,5E-21,Inactive hydroxysteroid dehydrogenase-like protein 1,Homo sapiens (Human)
comp149601_c0_seq1,Q8CDF7,5E-06,Exonuclease 3'-5' domain-containing protein 1 (Exonuclease 3'-5' domain-like-containing protein 1),Mus musculus (Mouse)
comp149606_c0_seq1,Q24498,2E-27,Ryanodine receptor 44F,Drosophila melanogaster (Fruit fly)
comp149622_c0_seq1,P83053,6E-33,"""Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)""",Struthio camelus (Ostrich)
comp149629_c0_seq1,Q9H246,2E-06,Uncharacterized protein C1orf21 (Cell proliferation-inducing gene 13 protein),Homo sapiens (Human)
comp149630_c0_seq1,O06434,2E-14,Biopolymer transport protein ExbD,Neisseria gonorrhoeae
comp149638_c0_seq1,Q63633,1E-06,Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (Furosemide-sensitive K-Cl cotransporter) (K-Cl cotransporter 2) (rKCC2) (Neuronal K-Cl cotransporter),Rattus norvegicus (Rat)
comp149662_c0_seq1,Q58288,9E-06,Uncharacterized lipoprotein MJ0878,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)
comp149679_c0_seq1,Q9NZN5,7E-11,Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF),Homo sapiens (Human)
comp149689_c0_seq1,Q15811,1E-28,Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17),Homo sapiens (Human)
comp149690_c0_seq1,P41233,3E-38,ATP-binding cassette sub-family A member 1 (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1),Mus musculus (Mouse)
comp149709_c0_seq1,O15439,5E-23,Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B),Homo sapiens (Human)
comp149714_c0_seq1,Q8BRK9,2E-16,"""Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)""",Mus musculus (Mouse)
comp149719_c0_seq1,Q22460,2E-16,Beta carbonic anhydrase 1 (EC 4.2.1.1),Caenorhabditis elegans
comp149738_c0_seq1,Q864R9,8E-14,Multidrug resistance-associated protein 1 (ATP-binding cassette sub-family C member 1) (Leukotriene C(4) transporter) (LTC4 transporter),Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
comp149742_c0_seq1,Q9Y2L5,2E-13,Trafficking protein particle complex subunit 8 (Protein TRS85 homolog),Homo sapiens (Human)
comp149745_c0_seq1,Q68CR1,5E-17,Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3),Homo sapiens (Human)
comp149749_c0_seq1,Q9JLY7,5E-23,Dual specificity protein phosphatase 14 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 6) (MAP kinase phosphatase 6) (MKP-6),Mus musculus (Mouse)
comp149757_c0_seq1,P44023,3E-13,Uncharacterized protein HI,HI
comp149761_c0_seq1,Q17QL9,1E-07,Transmembrane protein 184C (Transmembrane protein 34),Bos taurus (Bovine)
comp149775_c0_seq1,Q4G0N4,1E-07,"""NAD kinase domain-containing protein 1, mitochondrial (EC 2.7.1.23)""",Homo sapiens (Human)
comp149792_c0_seq1,Q9LZG0,1E-11,Adenosine kinase 2 (AK 2) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase 2),Arabidopsis thaliana (Mouse-ear cress)
comp149805_c0_seq1,Q8BHD0,2E-39,Ras-related protein Rab-39A (Rab-39),Mus musculus (Mouse)
comp149826_c0_seq1,A6QPT7,3E-07,Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-),Bos taurus (Bovine)
comp149828_c0_seq1,Q9SIW5,7E-09,40S ribosomal protein S25-1,Arabidopsis thaliana (Mouse-ear cress)
comp149871_c0_seq1,Q9VCU9,2E-17,Endoribonuclease Dcr-1 (Protein dicer-1) (EC 3.1.26.-),Drosophila melanogaster (Fruit fly)
comp149892_c0_seq1,Q8NB59,7E-31,Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV),Homo sapiens (Human)
comp149895_c0_seq1,A0JPH4,6E-08,Sterol regulatory element-binding protein cleavage-activating protein (SCAP) (SREBP cleavage-activating protein),Xenopus laevis (African clawed frog)
comp149907_c0_seq1,Q9GK38,8E-06,"""Calponin-1 (Basic calponin) (Calponin H1, smooth muscle)""",Mustela putorius furo (European domestic ferret) (Mustela furo)
comp149927_c0_seq1,Q99KW9,3E-36,T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1),Mus musculus (Mouse)
comp149937_c0_seq1,Q8GYF5,2E-10,Wall-associated receptor kinase-like 21 (EC 2.7.11.-),3
comp149954_c0_seq1,P23098,8E-34,"""Dynein beta chain, ciliary""",Tripneustes gratilla (Hawaian sea urchin) (Echinus gratilla)
comp149956_c0_seq1,P42063,1E-09,Oligopeptide transport system permease protein AppC,Bacillus subtilis (strain 168)
comp149964_c0_seq1,Q8MVR1,3E-08,Cyclic GMP-binding protein C (EC 2.7.11.1) (Ras guanine nucleotide exchange factor T) (RasGEF domain-containing protein T),G0291079
comp149966_c0_seq1,P62282,3E-38,40S ribosomal protein S11,Rattus norvegicus (Rat)
comp149973_c0_seq1,Q5U395,2E-74,CTD nuclear envelope phosphatase 1A (EC 3.1.3.16) (Serine/threonine-protein phosphatase dullard-A),Danio rerio (Zebrafish) (Brachydanio rerio)
comp149982_c0_seq1,Q96MB7,6E-10,Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease),Homo sapiens (Human)
comp149984_c0_seq1,Q19673,2E-07,Putative tyrosinase-like protein tyr-3,Caenorhabditis elegans
comp150000_c0_seq1,Q924N4,2E-41,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),Mus musculus (Mouse)
comp150004_c0_seq1,P18713,6E-23,Gastrula zinc finger protein XlCGF17.1 (Fragment),Xenopus laevis (African clawed frog)
comp150009_c0_seq1,P50442,2E-10,"""Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)""",Rattus norvegicus (Rat)
comp150017_c0_seq1,Q9JLC8,5E-07,Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29),Mus musculus (Mouse)
comp150018_c0_seq1,Q0VCJ6,1E-08,Zinc finger and BTB domain-containing protein 8A,Bos taurus (Bovine)
comp150025_c0_seq1,Q496A3,5E-08,Spermatogenesis-associated serine-rich protein 1,Homo sapiens (Human)
comp150029_c0_seq1,A0JM23,8E-32,Nephrocystin-3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp150043_c0_seq1,A4IFI1,1E-08,Coiled-coil domain-containing protein 157,Bos taurus (Bovine)
